Item ID,Item No.,Item Barcode,Name,Category,Supplier,Cost (Vat),Price,Image,Date Stamp
620c4cfd,550044564,5011987023338,Rimula R3+ SAE-40 6 ลิตร,ริมูล่า,Shell,874.53,998,Item_Images/5011987023338.Image.060502.125713.jpg,31/12/2563 19:05:00
405cc639,550044565,5011987023345,Rimula R3+ 1 ลิตร,ริมูล่า,Shell,146.74,172,Item_Images/5011987023345.Image.060411.125658.jpg,31/12/2563 19:05:00
60978dcb,550044488,5011987023581,Rimula R4X 1 ลิตร,ริมูล่า,Shell,164.90,192,Item_Images/5011987023581.Image.060447.125734.jpg,31/12/2563 19:04:00
bbde7284,2127993643651,2127993643651,คูลแลนท์ลองไลฟ์ชมพู0.5L,อื่นๆ,เจ๊จู,56.66,250,Item_Images/2127993643651.Image.050728.jpg,10/1/2564 12:04:00
85551286,,123456789,ปะเก็น,อื่นๆ,เจ๊จู,2.4,15,,31/3/2564
95979019,550025232,5011987047471,Advance SX 2T 0.5 ลิตร,แอดวานซ์,Shell,57.17,70,Item_Images/5011987047471.Image.054417.130041.jpg,31/12/2563 19:08:00
f3aa93fe,550036748,5011987229600,Advance Scooter Gear Oil 0.12 ลิตร,แอดวานซ์,Shell,25.20,42,Item_Images/5011987229600.Image.054402.130000.jpg,31/12/2563 19:08:00
84b2ae0f,550051212,5011987861411,Advance AX7 10w-30 0.8 ลิตร,แอดวานซ์,Shell,138.39,189,Item_Images/5011987861411.Image.054309.8L.jpg,31/12/2563 19:08:00
c80403cc,550051214,5011987861428,Advance AX7 10w-30 Scooter 0.8 ลิตร,แอดวานซ์,Shell,133.68,189,Item_Images/5011987861428.Image.054343.8L.jpg,31/12/2563 19:08:00
ced50b34,550059848,5011987861459,Advance AX5 1 ลิตร,แอดวานซ์,Shell,129.31,167,Item_Images/5011987861459.Image.054220.125802.jpg,31/12/2563 19:08:00
31c4dfa5,550045627,5011987861480,Advance Ultra 4T 10W-40 1 ลิตร,แอดวานซ์,Shell,298.85,443,Item_Images/5011987861480.Image.054551.125909.jpg,31/12/2563 19:08:00
aa7e5b35,550045640,5011987861497,Advance AX7 10w-40 1 ลิตร,แอดวานซ์,Shell,172.99,227,Item_Images/5011987861497.Image.054324.125821.jpg,31/12/2563 19:08:00
27407f98,550045641,5011987861503,Advance AX3 1 ลิตร,แอดวานซ์,Shell,114.35,151,Item_Images/5011987861503.Image.054110.125756.jpg,31/12/2563 19:08:00
2f065d84,550045666,5011987861558,Advance SX 2T 1 ลิตร,แอดวานซ์,Shell,112.39,130,Item_Images/5011987861558.Image.054451.130101.jpeg,31/12/2563 19:08:00
9cec390f,550045668,5011987861565,Advance AX3 0.8 ลิตร,แอดวานซ์,Shell,91.48,136,Item_Images/5011987861565.Image.053925.8L.jpg,31/12/2563 19:08:00
ecca747a,550021439,8850459001026,Advance VSX 2T 0.5 ลิตร,แอดวานซ์,Shell,80.44,100,Item_Images/8850459001026.Image.054554.130343.jpg,31/12/2563 19:08:00
2d73fb0b,550021440,8850459001033,Advance VSX 2T 1 ลิตร,แอดวานซ์,Shell,138.39,155,Item_Images/8850459001033.Image.054558.jpg_.webp,31/12/2563 19:08:00
8ffd8529,550047445,5011987037076,Spirax S2 A 85W-140 4 ลิตร,OLP,Shell,583.02,725,Item_Images/5011987037076.Image.060216.123944.jpg,31/12/2563 19:16:00
f65dfcc4,550030284,5011987041349,Shell Brake Fluid Dot4 0.5 ลิตร,OLP,Shell,103.18,164,Item_Images/5011987041349.Image.055514.5 L).jpg,31/12/2563 19:16:00
3270a461,550051828,5011987056923,Spirax S5 CVT-X 4 ลิตร,OLP,Shell,1111.02,1650,Item_Images/5011987056923.Image.060246.124843.jpg,31/12/2563 19:16:00
b59943d7,550052211,5011987060135,Spirax S6 ATF X 4 ลิตร,OLP,Shell,1005.06,1545,Item_Images/5011987060135.Image.060135.124858.jpg,31/12/2563 19:16:00
99493738,550054636,5011987074286,Shell Super LongLife OAT 4 ลิตร,OLP,Shell,543.75,897,Item_Images/5011987074286.Image.055425.123839.jpg,31/12/2563 19:16:00
6730b846,550054637,5011987074309,Shell Ultra LongLife P-OAT 4 ลิตร,OLP,Shell,580.26,937,Item_Images/5011987074309.Image.055421.123844.jpg,31/12/2563 19:16:00
947d3672,550024928,5011987166936,Spirax S2 A90 20 ลิตร,OLP,Shell,139.86,230,Item_Images/5011987166936.Image.055647.123901.jpg,31/12/2563 19:16:00
7bc2ed64,550024930,5011987166950,Spirax S2 A140 20 ลิตร,OLP,Shell,136.91,230,Item_Images/5011987166950.Image.055705.123915.jpg,31/12/2563 19:16:00
d751a6ab,550024985,5011987167384,Spirax S3 AX 80W-90 20 ลิตร,OLP,Shell,190.42,280,Item_Images/5011987167384.Image.055744.124727.jpg,31/12/2563 19:16:00
6024002e,550027931,5011987188884,Spirax S5 ATE 75W-90 20 ลิตร,OLP,Shell,515.29,875,Item_Images/5011987188884.Image.055759.124815.jpg,31/12/2563 19:16:00
b15af24b,550025572,5011987247055,Shell Flushing Oil 32 4 ลิตร,OLP,Shell,423.02,555,Item_Images/5011987247055.Image.055455.png,31/12/2563 19:16:00
3abca84e,550040742,5011987255425,Shell Brake Fluid Dot3 1 ลิตร,OLP,Shell,179.91,232,Item_Images/5011987255425.Image.055544.png,31/12/2563 19:16:00
13089a21,550040743,5011987255449,Shell Brake Fluid Dot3 0.5 ลิตร,OLP,Shell,92.37,124,Item_Images/5011987255449.Image.055614.5 L.jpg,31/12/2563 19:16:00
3e44cf0f,550045692,5011987860506,Spirax S2 G140 4 ลิตร,OLP,Shell,563.40,675,Item_Images/5011987860506.Image.055829.124007.jpg,31/12/2563 19:16:00
d47a1b51,550045686,5011987861657,Spirax S4 ATF HDX 1 ลิตร,OLP,Shell,220.83,295,Item_Images/5011987861657.Image.055850.124747.jpg,31/12/2563 19:16:00
b5ace783,550045687,5011987861664,Spirax S3 ATF MD3 1 ลิตร,OLP,Shell,195.13,250,Item_Images/5011987861664.Image.055931.124752.jpg,31/12/2563 19:16:00
55c7fe2c,550045688,5011987861671,Spirax S2 ATF D2 1 ลิตร,OLP,Shell,163.92,215,Item_Images/5011987861671.Image.060105.123948.jpg,31/12/2563 19:16:00
8a251a49,550045696,5011987861725,Spirax S5 ATF-X 1 ลิตร,OLP,Shell,228.35,300,Item_Images/5011987861725.Image.060015.124819.jpg,31/12/2563 19:16:00
acd5309a,550045697,5011987861732,Spirax S5 ATF-X 4 ลิตร,OLP,Shell,859.77,1095,Item_Images/5011987861732.Image.060031.124838.jpg,31/12/2563 19:16:00
cb200317,550045685,5011987861840,Spirax S4 ATF HDX 6 ลิตร,OLP,Shell,1130.65,1400,Item_Images/5011987861840.Image.060046.124757.JPG,31/12/2563 19:16:00
8c543bd8,5197893653656,5197893653656,คููลแลนท์ลองไลฟ์ เขียว 0.5 ลิตร,OLP,เจ๊จู,56.66,250,Item_Images/5197893653656.Image.064630.jpg,31/12/2563 19:16:00
650f78e7,8436634683791,8436634683791,MaxUp Size S,OLP,ป้าหมู,105.00,150,Item_Images/8436634683791.Image.060731.JPG,31/12/2563 19:17:00
a60deb44,8852265074140,8852265074140,น้ำยาเคลือบกระจกเรนออฟ,OLP,Shell,96.00,180,Item_Images/8852265074140.Image.055341.131159.jpg,31/12/2563 19:29:00
3022a3cb,8852694205085,8852694205085,หัวเชื้อเสตท,OLP,Shell,67.00,120,Item_Images/8852694205085.Image.061644.jpg,31/12/2563 19:17:00
e319cca9,8853105000060,8853105000060,น้ำกลั่นขาว 1 ลิตร,OLP,Shell,6.25,15,Item_Images/8853105000060.Image.061535.jpg,31/12/2563 19:29:00
7d3dedfe,8853105000220,8853105000220,น้ำกลั่นชมพู 1 ลิตร,OLP,Shell,8.33,25,Item_Images/8853105000220.Image.061554.jpg,31/12/2563 19:16:00
32d4bb09,08268-P99Z1BT1,08268-P99Z1BT1,น้ำมันเกียร์​ HONDA ​ATF​ DW-1 1 ลิตร,OLP,เจ๊จู,208.33,260,,26/3/2564
eb27a002,08268-P99Z3BT1,08268-P99Z3BT1,น้ำมันเกียร์​HONDA​ ATF DW-1​ 3 ลิตร,OLP,เจ๊จู,625,850,,26/3/2564
bd5356ae,08269-P9908ZT3,08269-P9908ZT3,น้ำมันเกียร์​HONDA​ CVTF 3.5 ลิตร,OLP,เจ๊จู,666.67,900,,26/3/2564
e9b9e36c,08285-P9901ZT1,08285-P9901ZT1,น้ำมันเพาเวอร์​HONDA​ PSF-S​  1 ลิตร,OLP,เจ๊จู,188.33,260,,26/3/2564
6682dba6,1,1,DEXRON VI 4 ลิตร,OLP,Aishin,916.00,1630,Item_Images/1.Image.053824.png!q70.png,31/12/2563 19:31:00
519bc9a4,24,24,MaxUP Size XL,OLP,ป้าหมู,200.00,450,Item_Images/24.Image.060746.JPG,31/12/2563 19:17:00
6f138c8d,550059491,5011987089372,Spirax S5G 5W-30 20 ลิตร,OLP,Shell,230.64,350,Item_Images/5011987089372.Image.030938.jpg,11/2/2564 10:07:00
34040ca1,79,79,CVTF 4 ลิตร,OLP,Aishin,860.00,1530,Item_Images/79.Image.053810.123658.jpg,31/12/2563 19:29:00
ba24371c,กรองอากาศHonda17220551Z01,17220551Z01,กรองอากาศHonda17220551Z01,กรองอากาศ,เจ๊จู,250,415,,16/8/2564
